2023,7,8,5,16,10,1,0,3.558672
2023,7,8,5,16,10,1,0,3.581231
2023,7,8,5,16,11,1,0,3.568341
2023,7,8,5,16,12,1,0,3.573174
2023,7,8,5,16,13,1,0,3.573174
2023,7,8,5,16,14,1,0,3.547393
2023,7,8,5,16,15,1,0,3.568341
2023,7,8,5,16,16,1,0,3.552227
2023,7,8,5,16,17,1,0,3.576397
2023,7,8,5,16,18,1,0,3.550616
2023,7,8,5,16,19,1,0,3.571563
2023,7,8,5,16,20,1,0,3.568341
2023,7,8,5,16,21,1,0,3.571563
2023,7,8,5,16,22,1,0,3.552227
2023,7,8,5,16,23,1,0,3.55545
2023,7,8,5,16,24,1,0,3.565118
2023,7,8,5,16,25,1,0,3.576397
2023,7,8,5,16,26,1,0,3.571563
2023,7,8,5,16,27,1,0,3.563506
2023,7,8,5,16,28,1,0,3.558672
2023,7,8,5,16,29,1,0,3.566729
2023,7,8,5,16,30,1,0,3.558672
2023,7,8,5,16,31,1,0,3.565118
2023,7,8,5,16,32,1,0,3.558672
2023,7,8,5,16,33,1,0,3.558672
2023,7,8,5,16,34,1,0,3.550616
2023,7,8,5,16,35,1,0,3.566729
2023,7,8,5,16,36,1,0,3.566729
2023,7,8,5,16,37,1,0,3.568341
2023,7,8,5,16,38,1,0,3.552227
2023,7,8,5,16,39,1,0,3.558672
2023,7,8,5,16,40,1,0,3.557061
2023,7,8,5,16,41,2,0,3.565118
2023,7,8,5,16,42,2,0,3.558672
2023,7,8,5,16,43,2,0,3.55545
2023,7,8,5,16,44,2,0,3.561895
2023,7,8,5,16,45,2,0,3.561895
2023,7,8,5,16,46,2,0,3.566729
2023,7,8,5,16,47,2,0,3.558672
2023,7,8,5,16,48,2,0,3.540947
2023,7,8,5,16,49,2,0,3.542559
2023,7,8,5,16,50,2,0,3.568341
2023,7,8,5,16,51,2,0,3.573174
2023,7,8,5,16,52,2,0,3.557061
2023,7,8,5,16,53,2,0,3.561895
2023,7,8,5,16,54,2,0,3.553838
2023,7,8,5,16,55,2,0,3.560284
2023,7,8,5,16,56,2,0,3.549004
2023,7,8,5,16,57,2,0,3.55545
2023,7,8,5,16,58,2,0,3.563506
2023,7,8,5,16,59,2,0,3.553838
2023,7,8,5,17,0,2,0,3.563506
2023,7,8,5,17,1,2,0,3.565118
2023,7,8,5,17,2,3,0,3.55545
2023,7,8,5,17,3,3,0,3.545782
2023,7,8,5,17,4,3,0,3.566729
2023,7,8,5,17,5,3,0,3.561895
2023,7,8,5,17,6,3,0,3.552227
2023,7,8,5,17,7,3,0,3.560284
2023,7,8,5,17,8,3,0,3.550616
2023,7,8,5,17,9,3,0,3.55545
2023,7,8,5,17,10,3,0,3.549004
2023,7,8,5,17,11,3,0,3.558672
2023,7,8,5,17,12,3,0,3.553838
2023,7,8,5,17,13,3,0,3.552227
2023,7,8,5,17,14,3,0,3.553838
2023,7,8,5,17,15,3,0,3.553838
2023,7,8,5,17,16,3,0,3.560284
2023,7,8,5,17,17,3,0,3.552227
2023,7,8,5,17,18,3,0,3.550616
2023,7,8,5,17,19,3,0,3.55545
2023,7,8,5,17,20,3,0,3.540947
2023,7,8,5,17,21,4,0,3.550616
2023,7,8,5,17,22,4,0,3.553838
2023,7,8,5,17,23,4,0,3.547393
2023,7,8,5,17,24,4,0,3.550616
2023,7,8,5,17,25,4,0,3.549004
2023,7,8,5,17,26,4,0,3.550616
2023,7,8,5,17,27,4,0,3.547393
2023,7,8,5,17,28,4,0,3.558672
2023,7,8,5,17,29,4,0,3.547393
2023,7,8,5,17,30,4,0,3.545782
2023,7,8,5,17,31,4,0,3.536114
2023,7,8,5,17,32,4,0,3.549004
2023,7,8,5,17,33,4,0,3.552227
2023,7,8,5,17,34,4,0,3.55545
2023,7,8,5,17,35,4,0,3.552227
2023,7,8,5,17,36,4,0,3.552227
2023,7,8,5,17,37,4,0,3.550616
2023,7,8,5,17,38,4,0,3.549004
2023,7,8,5,17,39,5,0,3.565118
2023,7,8,5,17,40,5,0,3.542559
2023,7,8,5,17,41,5,0,3.534502
2023,7,8,5,17,42,5,0,3.552227
2023,7,8,5,17,43,5,0,3.54417
2023,7,8,5,17,44,5,0,3.537725
2023,7,8,5,17,45,5,0,3.537725
2023,7,8,5,17,46,5,0,3.545782
2023,7,8,5,17,47,5,0,3.540947
2023,7,8,5,17,48,5,0,3.553838
2023,7,8,5,17,49,5,0,3.549004
2023,7,8,5,17,50,5,0,3.552227
2023,7,8,5,17,51,5,0,3.540947
2023,7,8,5,17,52,5,0,3.542559
2023,7,8,5,17,53,5,0,3.542559
2023,7,8,5,17,54,5,0,3.54417
2023,7,8,5,17,55,6,0,3.532891
2023,7,8,5,17,56,6,0,3.549004
2023,7,8,5,17,57,6,0,3.547393
2023,7,8,5,17,58,6,0,3.557061
2023,7,8,5,17,59,6,0,3.552227
2023,7,8,5,18,0,6,0,3.537725
2023,7,8,5,18,1,6,0,3.552227
2023,7,8,5,18,2,6,0,3.537725
2023,7,8,5,18,3,6,0,3.558672
2023,7,8,5,18,4,6,0,3.534502
2023,7,8,5,18,5,6,0,3.549004
2023,7,8,5,18,6,6,0,3.540947
2023,7,8,5,18,7,6,0,3.532891
2023,7,8,5,18,8,6,0,3.542559
2023,7,8,5,18,9,6,0,3.542559
2023,7,8,5,18,10,6,0,3.552227
2023,7,8,5,18,11,6,0,3.545782
2023,7,8,5,16,10,1,0,3.521611
2023,7,8,5,16,10,1,0,0.7268208
